"filename", "language", "GDResource", "GDScript", "gdshader", "GDScene", "Markdown", "JSON", "XML", "Shell Script", "Properties", "C#", "comment", "blank", "total"
"d:\Programming\Godot\Astra\Scenes\Settings.tscn", "GDScene", 0, 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 18, 146
"d:\Programming\Godot\Astra\Settings.gd", "GDScript", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 40
"d:\Programming\Godot\Astra\Settings\Limits.gd", "GDScript", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7
"d:\Programming\Godot\Astra\Settings\ObjectList.gd", "GDScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"d:\Programming\Godot\Astra\Settings\Options.gd", "GDScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"d:\Programming\Godot\Astra\Settings\SaveFile.gd", "GDScript", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20, 87
"d:\Programming\Godot\Astra\Settings\World.gd", "GDScript", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 12, 45, 142
"d:\Programming\Godot\Astra\Ship\Destroyable\crack0.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Ship\Destroyable\crack1.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Ship\Destroyable\crack2.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Ship\GridToPolygon.cs", "C#", 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 2, 17
"d:\Programming\Godot\Astra\Ship\HideInShadowMaterial.tres", "GDResource", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\Programming\Godot\Astra\Ship\InteractRangeHitbox.tres", "GDResource", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"d:\Programming\Godot\Astra\Ship\Interactable\InteractRangeHitbox.tres", "GDResource", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"d:\Programming\Godot\Astra\Ship\Interactable\InteractableShipPart.gd", "GDScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 4, 12, 40
"d:\Programming\Godot\Astra\Ship\ObjectTileMap.gd", "GDScript", 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 1, 35, 110
"d:\Programming\Godot\Astra\Ship\ObjectTileMap.tres", "GDResource", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"d:\Programming\Godot\Astra\Ship\Objects\Builder\Builder.gd", "GDScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 49
"d:\Programming\Godot\Astra\Ship\Objects\Builder\Builder.tscn", "GDScene", 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 17, 70
"d:\Programming\Godot\Astra\Ship\Objects\Builder\deploy.mp3.import", "GDResource", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Programming\Godot\Astra\Ship\Objects\Helm\Helm.gd", "GDScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"d:\Programming\Godot\Astra\Ship\Objects\Helm\Helm.tscn", "GDScene", 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 10, 44
"d:\Programming\Godot\Astra\Ship\Ship.gd", "GDScript", 0, 180, 0, 0, 0, 0, 0, 0, 0, 0, 30, 84, 294
"d:\Programming\Godot\Astra\Ship\Ship.gdshader", "gdshader", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"d:\Programming\Godot\Astra\Ship\Ship.tscn", "GDScene", 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 15, 71
"d:\Programming\Godot\Astra\Ship\ShipManager.gd", "GDScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 10, 20, 72
"d:\Programming\Godot\Astra\Ship\ShipPartScript.gd", "GDScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 44
"d:\Programming\Godot\Astra\Ship\ShipSaveFile.gd", "GDScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15, 53
"d:\Programming\Godot\Astra\Ship\WallTileMap.gd", "GDScript", 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 7, 85, 274
"d:\Programming\Godot\Astra\Ship\WallTileMap.tres", "GDResource", 387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 409
"d:\Programming\Godot\Astra\Ship\Walls\Canon\Canon.gd", "GDScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 21
"d:\Programming\Godot\Astra\Ship\Walls\Canon\Canon.tscn", "GDScene", 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 9, 36
"d:\Programming\Godot\Astra\Ship\Walls\Canon\Projectile.gd", "GDScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 23
"d:\Programming\Godot\Astra\Ship\Walls\Canon\Projectile.tscn", "GDScene", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 10, 38
"d:\Programming\Godot\Astra\Ship\Walls\Connector\Connector.gd", "GDScript", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 56
"d:\Programming\Godot\Astra\Ship\Walls\Connector\Connector.tscn", "GDScene", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 18, 80
"d:\Programming\Godot\Astra\Ship\Walls\Core\Core.gd", "GDScript", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 22
"d:\Programming\Godot\Astra\Ship\Walls\Core\Core.tscn", "GDScene", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 17, 85
"d:\Programming\Godot\Astra\Ship\Walls\Core\humming.wav.import", "GDResource", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"d:\Programming\Godot\Astra\Ship\Walls\Core\normal.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Ship\Walls\Core\texture.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Ship\Walls\Debris\Debris.gd", "GDScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 20
"d:\Programming\Godot\Astra\Ship\Walls\Debris\Debris.tscn", "GDScene", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 14, 62
"d:\Programming\Godot\Astra\Ship\Walls\Debris\Sounds\break.mp3.import", "GDResource", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Programming\Godot\Astra\Ship\Walls\Door\Door.gd", "GDScript", 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 5, 32, 154
"d:\Programming\Godot\Astra\Ship\Walls\Door\Door.tscn", "GDScene", 0, 0, 0, 175, 0, 0, 0, 0, 0, 0, 0, 57, 232
"d:\Programming\Godot\Astra\Ship\Walls\Door\DoorClose.ogg.import", "GDResource", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Programming\Godot\Astra\Ship\Walls\Door\Sounds\DoorClose.ogg.import", "GDResource", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Programming\Godot\Astra\Ship\Walls\Door\Sounds\DoorOpen.ogg.import", "GDResource", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Programming\Godot\Astra\Ship\Walls\Floor\Floor.gd", "GDScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11
"d:\Programming\Godot\Astra\Ship\Walls\Floor\Floor.tscn", "GDScene", 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 0, 10, 57
"d:\Programming\Godot\Astra\Ship\Walls\Thruster\Thruster.gd", "GDScript", 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26, 96
"d:\Programming\Godot\Astra\Ship\Walls\Thruster\Thruster.tscn", "GDScene", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 28, 155
"d:\Programming\Godot\Astra\Ship\Walls\Thruster\jet.wav.import", "GDResource", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"d:\Programming\Godot\Astra\Ship\Walls\Thruster\jet_particle_texture.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Ship\Walls\Thruster\side_jet.mp3.import", "GDResource", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Programming\Godot\Astra\Ship\Walls\Thruster\sidejet_particle_texture.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Ship\Walls\Thruster\texture.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Ship\Walls\Wall\Wall.gd", "GDScript", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 62
"d:\Programming\Godot\Astra\Ship\Walls\Wall\Wall.tscn", "GDScene", 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 17, 89
"d:\Programming\Godot\Astra\Ship\object_tilesheet.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Ship\wall_tilesheet.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Ship\wall_tilesheet_normal.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\Sound\Music\OST.mp3.import", "GDResource", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 20
"d:\Programming\Godot\Astra\Sound\bus_layout.tres", "GDResource", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 23
"d:\Programming\Godot\Astra\UI\BackgroundMenuScroll.gdshader", "gdshader", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10
"d:\Programming\Godot\Astra\UI\ButtonIndicator.gd", "GDScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9
"d:\Programming\Godot\Astra\UI\ButtonIndicator.tscn", "GDScene", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 5, 49
"d:\Programming\Godot\Astra\UI\MenuTheme.tres", "GDResource", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 146
"d:\Programming\Godot\Astra\UI\UIManager.gd", "GDScript", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 3, 48, 180
"d:\Programming\Godot\Astra\UI\crt.gdshader", "gdshader", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 1, 13, 50
"d:\Programming\Godot\Astra\UI\currency.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\UI\cursor.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\UI\heart.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\UI\indicator.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\UI\title.png.import", "GDResource", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 35
"d:\Programming\Godot\Astra\icon.svg", "XML", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 20
"d:\Programming\Godot\Astra\icon.svg.import", "GDResource", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"d:\Programming\Godot\Astra\project.godot", "GDResource", 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28, 230
"Total", "-", 5529, 3155, 92, 2658, 18, 381, 47, 11, 4596, 30, 203, 3373, 20093
